250,22,258,110
263,78,307,275
339,315,317,319
54,250,152,344
300,67,143,13
257,68,257,127
34,118,218,134
12,224,233,198
189,200,2,124
343,3,62,329
358,252,22,158
50,122,67,229
261,129,354,351
337,18,131,143
177,183,320,117
157,313,280,318
322,290,175,272
231,24,105,231
139,35,201,242
210,94,201,351
84,39,28,234
236,124,37,191
203,275,192,25
89,238,144,324
261,216,211,348
38,130,88,132
40,322,153,89
74,336,355,305
249,241,162,301
246,40,314,182
338,72,150,7
270,55,268,37
169,157,8,24
303,312,260,339
14,122,307,23
356,349,80,325
201,57,338,294
196,215,57,265
247,56,259,95
147,276,234,43
65,96,24,259
120,1,118,278
79,275,315,50
343,86,10,291
238,149,147,165
131,102,98,117
210,233,36,213
183,238,125,324
276,319,240,341
279,180,255,276
158,57,112,318
356,112,360,280
262,203,239,324
145,53,92,288
221,299,166,96
217,59,357,81
295,111,218,287
164,60,242,116
228,218,259,124
48,202,177,133
169,298,128,181
330,98,181,303
225,174,29,26
278,95,125,69
109,111,88,275
249,348,234,69
310,258,218,74
144,349,144,36
76,222,345,270
357,157,113,245
298,341,262,256
206,188,339,210
166,38,349,287
53,180,246,172
49,95,172,170
350,178,48,180
78,350,243,296
313,262,340,289
300,134,346,59
145,351,164,47
12,174,282,67
33,104,200,106
339,354,79,354
270,132,251,263
79,109,167,188
246,322,323,117
105,61,239,302
161,90,117,128
183,96,274,223
243,33,214,42
338,281,135,7
303,158,343,253
247,90,326,191
165,127,324,36
60,39,154,226
250,183,71,228
335,234,355,227
292,136,198,291
11,303,133,89
39,295,176,325
351,141,300,345
49,233,148,158
21,217,115,175
67,83,158,48
76,75,221,138
190,42,213,195
75,112,84,67
161,350,313,263
80,172,133,8
158,229,115,186
35,80,258,240
351,221,334,23
308,221,234,213
262,69,172,124
100,110,238,203
309,296,185,46
306,152,208,75
125,132,125,38
281,68,72,195
286,358,144,66
164,163,242,10
120,331,233,263
250,343,140,213
303,230,329,349
84,213,298,104
179,338,142,92
170,72,346,200
259,278,56,53
97,338,66,118
54,72,190,224
234,178,185,123
42,54,104,326
76,111,87,50
305,164,7,312
146,15,300,45
76,340,148,62
139,46,329,148
307,255,8,164
273,172,145,350
355,291,74,36
296,152,21,223
173,292,129,326
161,53,177,84
8,343,95,98
126,74,348,39
225,130,241,335
356,43,327,135
344,257,160,108
205,8,179,291
44,188,319,27
217,148,104,40
341,207,158,358
347,33,253,55
352,233,106,284
9,167,309,173
181,305,130,132
79,37,216,329
52,117,220,302
322,78,244,41
80,358,283,307
181,49,322,15
266,355,280,329
56,198,232,108
221,253,136,169
5,200,268,211
168,138,188,210
192,236,268,67
66,72,89,107
23,122,254,125
286,228,357,106
262,216,325,211
228,272,135,124
334,155,333,154
211,199,64,77
335,341,22,73
345,257,347,76
47,202,279,100
162,312,83,31
338,99,246,255
127,242,322,143
10,27,290,174
186,55,101,320
251,144,269,152
197,59,336,1
65,268,120,335
305,154,295,216
45,1,261,334
346,79,169,210
287,53,45,175
28,174,21,201
203,316,222,301
323,162,229,65
256,94,222,224
48,191,232,35
3,262,2,250
189,15,359,143
38,11,262,147
288,357,275,200
53,323,308,152
309,76,27,155
103,236,227,133
58,127,44,158
245,133,330,14
125,315,284,12
13,155,348,306
83,54,115,223
352,220,12,61
202,13,47,166
164,307,259,59
103,45,210,302
55,225,117,171
74,36,71,112
279,179,201,172
199,260,65,75
31,74,178,65
335,254,132,350
53,290,197,167
19,221,137,17
50,346,29,146
215,208,5,353
127,143,254,3
247,353,89,189
262,357,191,18
346,24,14,175
233,357,224,187
230,202,252,326
110,19,268,2
191,146,202,259
272,166,235,82
101,61,225,133
258,351,82,139
333,174,77,165
267,71,33,284
280,50,157,6
183,263,257,198
176,116,45,223
54,349,87,153
113,19,94,306
82,332,305,196
80,16,261,227
319,136,171,170
203,191,150,183
143,138,194,40
131,152,305,262
264,175,262,130
342,342,278,249
276,265,213,97
69,72,108,15
238,119,220,131
90,172,181,146
323,232,177,290
338,99,90,68
319,129,168,206
303,199,118,51
102,291,12,65
177,221,301,84
257,174,154,117
42,282,122,161
19,101,126,13
139,350,195,104
160,352,204,312
93,16,262,270
309,59,316,126
7,224,227,266
282,177,196,100
171,101,7,350
86,59,124,327
143,300,176,64
12,47,327,20
229,16,56,337
73,12,324,324
131,28,278,302
323,132,69,117
340,290,28,1
351,57,334,119
316,126,74,59
102,170,292,306
96,299,112,150
329,83,165,144
249,46,327,207
165,344,12,81
138,57,262,318
255,228,309,55
79,147,255,263
32,168,197,357
85,265,121,282
196,46,40,202
213,349,26,72
123,184,235,94
334,232,205,239
330,207,104,117
31,213,255,316
68,291,92,225
90,17,110,59
206,282,243,169
135,276,128,119
251,87,13,306
40,145,177,281
99,51,305,225
188,61,248,97
133,185,248,187
164,45,354,3
138,291,84,356
135,39,12,2
3,326,176,60
331,143,172,227
339,327,292,176
79,89,96,98
279,54,242,37
95,146,36,79
337,351,126,98
253,134,76,220
51,349,109,193
88,66,190,244
140,124,344,242
196,358,337,181
318,204,11,202
3,204,283,271
141,277,289,348
42,133,287,95
206,239,252,203
128,127,95,169
28,13,240,225
20,339,103,72
162,226,257,161
9,184,286,267
265,322,52,311
216,221,300,212
282,74,143,146
126,201,210,10
187,282,140,253
164,309,29,342
84,236,189,155
211,189,240,76
95,80,212,230
113,210,63,212
87,247,62,353
314,145,212,50
312,90,303,172
64,99,108,130
10,313,167,101
5,323,72,90
273,1,282,225
175,140,273,182
320,233,70,176
232,313,152,335
134,174,220,27
97,294,266,195
328,210,104,207
132,156,286,313
314,79,198,61
61,210,227,156
172,264,276,312
128,175,306,157
107,315,210,205
322,344,285,91
226,328,190,151
37,338,239,83
19,33,260,170
121,347,153,317
232,78,25,162
37,335,243,188
16,28,88,317
339,31,326,347
98,358,320,107
144,125,127,170
110,61,33,154
138,255,14,218
59,101,208,176
286,289,203,25
142,98,231,343
106,206,296,351
118,251,221,271
294,64,212,342
306,354,208,207
203,226,42,7
349,311,64,212
251,253,306,242
109,70,205,21
129,80,346,150
194,140,271,289
227,137,250,279
103,269,345,350
84,307,286,80
314,51,98,287
201,188,193,356
233,42,142,176
80,4,204,11
28,171,180,13
104,331,114,20
234,249,94,312
191,337,58,294
192,118,44,340
25,3,283,240
247,91,88,91
195,353,245,223
134,355,317,253
11,336,28,357
69,300,145,144
233,23,104,17
35,67,327,138
176,91,182,148
126,16,247,1
276,170,277,278
68,128,138,314
187,337,20,287
238,222,256,183
225,91,353,221
13,267,283,218
332,65,281,199
226,153,346,37
209,61,219,12
226,52,3,285
305,96,293,253
55,284,288,180
358,50,54,191
120,216,15,161
127,26,101,293
207,3,235,205
127,148,7,28
282,267,232,248
352,206,302,68
139,300,190,303
93,114,296,52
30,111,144,269
144,338,329,218
135,43,137,78
153,88,23,156
233,258,70,263
314,324,179,196
331,199,252,140
325,135,116,264
197,226,232,20
177,80,169,135
273,215,336,154
3,244,44,313
308,68,353,100
66,63,75,128
121,310,302,136
277,42,89,38
13,193,344,211
75,193,92,253
212,249,121,161
254,55,233,38
347,334,140,61
86,77,27,313
235,158,307,289
353,132,4,108
197,331,45,285
322,168,175,350
256,315,138,291
272,332,233,112
98,13,315,136
197,162,360,202
112,224,159,340
31,199,134,30
359,143,9,282
190,120,183,211
74,49,238,347
318,357,82,223
128,86,63,174
8,223,190,346
292,49,230,78
44,84,337,222
323,300,305,145
293,218,163,156
118,335,222,97
123,288,214,266
311,318,64,183
218,342,183,80
243,42,86,207
74,222,50,288
310,266,34,96
262,193,258,109
162,54,226,146
324,134,68,226
250,86,219,309
312,358,182,259
200,176,305,85
43,121,8,220
311,134,210,285
105,40,325,327
274,94,178,134
177,174,127,1
277,213,129,107
6,52,318,143
93,85,61,147
258,70,257,215
291,99,13,335
69,93,92,342
155,21,210,143
120,234,262,241
238,104,119,101
174,149,282,360
170,332,175,227
131,199,116,89
108,36,204,28
302,140,166,11
271,262,273,308
116,269,320,260
167,170,149,67
348,75,197,1
130,29,161,96
39,111,341,341
145,3,128,289
324,76,46,49
87,164,178,121
246,296,195,55
17,208,207,98
175,245,201,106
292,247,67,354
64,267,185,111
227,254,356,120
214,322,254,91
258,146,337,265
43,243,38,83
307,9,52,157
58,333,280,205
52,226,12,155
285,310,52,331
282,220,333,183
167,166,276,134
189,142,131,269
178,157,18,342
350,134,47,172
340,236,291,88
349,158,135,232
335,106,110,256
260,337,6,139
28,180,16,197
219,176,166,113
194,309,67,134
212,210,134,219
104,227,201,150
182,152,20,275
348,72,154,204
309,350,321,155
18,183,68,100
103,233,125,187
358,202,312,131
216,34,317,275
325,16,4,301
336,356,146,121
194,33,141,259
175,144,148,342
268,318,73,236
257,52,43,180
262,239,304,181
320,351,68,167
327,124,307,74
311,149,306,199
148,144,7,133
74,151,109,20
165,310,157,2
358,5,157,257
13,301,247,253
164,342,125,10
269,205,308,323
209,317,346,163
180,147,192,319
136,275,307,202
220,263,161,82
143,10,40,259
86,324,257,269
334,346,48,41
167,12,273,353
142,217,294,184
38,23,68,327
312,309,357,157
129,75,81,168
58,338,344,342
229,279,298,266
80,180,95,121
286,278,317,273
187,57,133,246
215,99,205,60
172,336,206,346
14,254,322,80
168,176,148,66
89,231,165,337
3,79,345,225
118,7,28,246
128,77,71,323
338,295,326,148
81,51,83,104
100,278,139,262
59,85,254,45
112,344,115,152
90,98,197,266
319,56,3,194
267,224,180,45
331,187,326,287
309,254,351,131
230,353,220,338
270,143,105,146
334,296,35,320
26,208,34,40
168,85,338,154
245,334,247,38
287,130,293,44
287,109,32,29
187,242,47,311
23,46,226,189
260,236,214,196
66,6,266,114
197,166,143,265
24,98,76,195
128,271,354,67
107,208,229,269
84,237,171,246
71,101,155,159
19,249,192,99
249,205,70,89
261,232,243,284
26,114,252,99
277,340,114,152
193,40,154,288
74,250,134,255
45,18,250,51
71,125,106,77
289,35,61,279
54,326,94,119
255,131,61,348
162,87,81,101
226,290,14,304
316,98,345,344
288,46,162,42
274,259,29,24
13,64,193,7
242,298,239,282
57,32,64,330
337,239,29,207
43,218,199,284
358,298,175,28
21,308,332,212
218,201,163,332
157,215,161,268
119,98,347,127
354,196,169,40
173,289,322,134
263,30,208,106
118,203,150,152
282,62,96,244
191,96,159,118
339,112,91,6
180,174,327,329
189,96,17,338
115,275,90,35
138,230,88,98
19,308,56,240
289,28,17,31
291,24,138,234
346,56,15,17
100,52,340,227
153,1,19,273
87,30,314,316
343,121,78,1
131,191,347,223
50,303,112,98
280,162,18,40
117,144,302,322
276,104,102,123
20,90,159,73
192,175,320,31
42,135,84,221
30,191,71,258
55,253,299,130
64,229,89,258
240,42,185,169
320,271,58,236
46,297,69,120
103,354,126,266
262,107,65,96
254,159,214,352
257,192,173,271
343,134,233,82
159,192,171,309
253,74,191,2
211,204,241,159
152,315,107,49
71,147,115,100
242,78,87,265
109,183,280,117
207,355,31,305
342,323,294,208
176,313,236,52
9,51,246,201
133,92,280,184
51,188,153,199
127,100,358,190
357,125,161,354
280,349,304,276
345,246,143,18
349,316,120,355
216,172,284,288
359,288,266,158
274,229,136,28
8,182,284,233
8,299,121,324
122,129,223,254
333,263,327,304
181,14,161,74
265,242,262,197
176,7,174,166
150,216,37,76
4,191,61,315
132,118,277,287
328,230,341,224
86,133,276,289
95,132,185,35
262,166,286,78
252,7,184,255
173,340,127,175
258,142,238,49
303,42,356,359
102,277,99,316
234,172,86,150
342,158,155,253
311,284,173,38
316,214,198,61
345,57,202,187
78,334,76,21
358,253,97,234
186,286,338,269
169,342,16,214
13,243,186,281
31,259,97,107
128,122,299,68
115,91,80,244
238,70,213,346
207,319,242,165
333,129,273,297
103,121,205,159
289,139,236,22
201,291,274,238
223,270,60,71
336,46,273,73
20,344,134,287
169,40,119,68
23,175,316,312
40,328,80,185
103,228,15,170
311,342,137,196
246,130,343,146
181,205,285,43
232,233,101,304
176,224,242,115
274,54,271,335
165,267,262,57
197,14,12,166
71,354,107,268
107,84,66,59
109,80,251,288
184,273,158,357
226,336,298,101
95,166,55,20
56,181,290,88
238,184,143,165
237,259,344,66
33,40,18,36
99,309,234,212
169,99,136,266
202,262,198,166
155,358,345,29
356,10,20,132
164,35,296,14
260,235,210,181
183,279,200,48
202,221,322,294
312,103,174,190
173,20,24,250
177,110,316,61
30,167,53,243
300,325,180,162
220,1,200,214
65,260,236,17
8,185,30,234
358,212,263,125
356,253,248,319
248,124,142,66
94,179,149,65
294,244,291,241
193,90,174,259
209,222,171,95
298,315,314,167
19,17,156,287
274,308,175,209
142,204,300,133
145,5,170,307
279,81,51,121
298,218,278,161
273,19,221,155
316,62,11,268
192,247,54,335
271,39,224,56
252,72,117,161
291,122,296,202
78,277,145,333
281,32,64,239
99,108,360,183
222,202,210,117
206,111,224,158
304,314,350,88
162,340,156,350
319,64,75,100
17,62,64,333
178,239,225,184
124,21,191,264
212,185,300,189
202,356,140,302
273,36,34,119
286,186,10,224
110,12,200,341
195,39,290,316
328,73,295,282
348,303,270,260
215,218,42,341
31,173,350,164
121,199,195,72
187,52,55,260
70,190,198,157
307,36,72,252
103,360,264,324
182,257,252,227
107,216,2,176
133,293,346,211
37,33,111,174
135,111,290,111
266,246,240,68
230,308,278,259
110,66,356,160
13,73,38,167
191,216,336,153
77,261,74,357
20,265,241,332
355,182,93,71
10,329,134,69
217,20,295,112
98,146,207,344
1,322,348,261
15,103,170,317
341,36,254,250
84,306,37,346
328,41,132,169
161,343,141,282
342,57,115,172
117,90,59,16
21,304,125,77
118,213,22,169
214,323,3,356
234,36,284,342
347,136,40,17
47,287,224,297
242,220,269,99
11,270,336,246
253,108,56,356
341,12,13,145
358,178,267,199
203,8,56,78
338,305,255,156
203,326,352,58
66,95,90,6
210,33,162,80
39,65,167,181
7,82,17,131
237,80,304,344
237,221,100,31
111,222,309,26
346,127,177,275
18,92,241,280
101,232,88,187
158,286,302,131
322,215,113,10
279,228,299,56
214,147,23,223
146,14,69,273
325,203,348,46
76,193,71,325
195,201,209,145
338,89,83,196
43,83,13,196
190,356,328,160
155,229,239,274
310,314,353,320
149,267,123,185
132,350,296,42
201,163,130,295
293,198,192,80
252,158,222,66
1,316,345,125
331,287,300,260
144,286,284,66
42,31,259,210
277,314,197,159
29,318,199,166
39,354,206,190
314,130,37,213
283,318,148,52
132,137,261,191
200,163,15,18
248,71,301,237
83,320,327,259
149,176,242,40
69,227,333,134
133,222,107,86
167,149,59,311
21,291,165,174
182,292,353,149
55,277,68,103
360,146,130,237
247,106,154,49
107,235,10,323
347,305,160,31
210,203,177,71
139,223,34,78
230,142,240,292
8,9,178,339
203,94,283,174
1,159,198,186
213,359,120,174
26,87,83,148
104,73,80,357
294,59,75,360
176,265,252,307
217,229,109,96
309,62,238,342
297,144,41,181
64,277,359,271
160,250,356,269
3,183,154,136
269,313,94,40
204,17,264,107
33,92,350,1
264,5,159,232
232,184,194,334
252,304,226,97
196,310,45,305
280,237,32,42
19,168,260,203
222,332,154,185
62,224,325,30
334,112,295,233
147,218,50,145
304,332,187,356
68,46,141,108
223,354,347,306
255,247,297,239
301,124,203,220
16,78,266,270
144,282,261,50
132,66,203,128
360,330,132,265
81,119,103,143
324,215,80,143
142,339,54,5
258,97,261,173
135,68,103,266
131,239,286,172
27,94,168,242
68,7,182,146
337,352,279,108
323,158,221,15
317,184,171,317
283,55,192,197
309,157,253,69
251,130,60,349
250,200,315,293
263,130,298,54
245,4,172,297
71,213,245,100
143,113,266,262
215,256,227,120
89,198,10,237
274,85,322,244
112,240,338,90
88,173,357,310
177,190,157,213
223,161,329,140
100,69,164,329
50,36,116,96
334,16,167,246
254,34,158,59
246,163,226,329
266,137,179,180
112,152,15,299
184,61,168,109
276,207,341,215
197,8,130,76
117,5,22,12
83,72,315,281
352,209,117,276
113,6,138,18
24,135,34,77
16,36,31,70
162,159,178,156
244,289,74,316
292,29,40,311
36,239,92,58
56,7,351,64
334,287,198,53
89,35,226,143
27,255,83,342
347,305,92,181
93,159,154,309
134,168,126,244
35,227,55,179
269,269,157,19
58,273,83,77
340,209,226,354
248,56,345,48
124,23,142,154
80,330,92,268
353,140,196,174
123,47,269,46
330,68,80,135
169,40,19,50
189,240,146,205
320,224,323,304
92,124,152,110
138,291,310,319
55,21,201,294
275,27,325,320
151,164,277,134
332,76,66,81
141,68,243,77
316,147,287,80
79,346,318,357
357,355,2,125
69,259,23,343
57,131,167,186
139,38,221,286
275,253,82,207
183,309,249,141
148,138,80,82
62,330,257,113
250,151,301,246
7,32,294,342
150,66,193,161
154,165,89,174
204,87,189,47
81,69,45,222
50,348,233,151
11,83,292,95
101,92,168,110
79,334,250,332
342,72,344,94
280,41,281,156
334,238,282,226
62,93,287,332
347,319,21,23
16,316,63,164
60,61,205,102
256,3,1,259
149,144,266,212
310,295,326,70
99,172,96,25
299,280,148,40
350,160,311,68
52,165,318,240
198,290,244,292
355,332,120,56
106,297,295,244
168,168,225,159
46,204,210,5
329,186,209,138
112,100,80,327
170,227,250,108
31,109,13,237
134,101,312,10
20,332,177,108
49,288,324,259
163,32,87,59
279,256,52,30
229,238,195,268
112,73,246,277
67,246,26,329
90,48,41,327
318,222,251,50
71,142,3,296
188,261,87,65
16,81,104,12
84,230,156,65
96,244,183,349
314,314,85,74
152,179,249,228
265,171,323,41
195,310,203,7
262,241,302,132
161,233,216,206
202,180,72,176
121,57,257,13
281,71,323,156
292,221,180,325
303,67,81,176
62,169,52,23
351,278,220,268
18,122,177,40
296,298,282,357
126,28,35,209
152,213,118,29
267,340,191,336
185,171,287,90
20,247,163,166
170,252,237,201
256,27,292,299
326,135,300,258
230,185,27,356
181,166,334,109
28,340,40,11
157,344,155,302
239,31,169,105
59,155,156,330
152,160,90,212
178,235,263,329
333,81,354,149
76,61,287,53
126,129,236,24
231,186,127,337
291,182,9,105
164,4,222,265
43,39,7,214
333,67,299,97
19,178,184,10
52,289,73,191
79,109,253,124
262,163,264,153
342,43,233,242
340,250,295,328
53,357,127,91
271,144,140,246
271,220,35,263
49,268,73,111
234,185,234,71
82,136,205,79
298,287,28,347
326,51,247,295
58,82,272,76
107,275,66,236
197,59,23,187
160,214,355,229
232,65,185,342
346,177,184,250
294,113,340,280
184,291,153,24
100,300,286,323
295,159,341,197
220,279,255,151
52,183,33,220
231,11,38,184
176,45,185,343
36,254,308,77
118,342,217,294
94,260,29,130
274,143,39,99
183,134,285,274
248,136,165,159
127,211,299,358
265,156,102,348
43,62,41,125
358,217,205,199
147,30,267,96
317,220,275,297
326,179,309,104
336,68,209,105
216,157,247,298
46,93,321,184
229,152,257,227
239,353,186,207
304,241,244,155
177,281,155,247
2,18,154,250
135,187,75,179
283,158,96,19
190,43,352,186
187,135,41,273
22,151,217,141
72,356,226,232
78,39,187,247
9,194,330,99
262,332,301,209
14,208,341,151
158,171,285,273
33,138,116,6
267,265,164,51
12,293,136,318
12,257,26,45
114,124,9,69
268,82,234,300
331,164,357,150
299,3,180,103
148,177,277,7
6,307,245,249
316,29,227,83
302,277,341,23
167,165,291,72
307,98,126,193
93,97,49,269
233,193,211,237
67,93,191,75
252,307,61,41
299,147,241,143
190,106,131,137
197,26,354,214
284,327,320,10
38,94,75,112
58,130,46,282
46,291,280,153
295,161,44,344
318,226,151,278
339,329,64,78
64,249,174,235
203,163,297,209
239,137,193,279
353,351,19,78
279,297,172,93
26,44,34,161
360,177,286,71
74,50,250,25
260,30,18,89
53,53,43,133
295,272,120,89
279,277,52,194
38,102,236,236
284,255,103,236
247,121,86,193
62,316,204,116
356,156,307,208
167,110,12,9
222,90,173,142
116,215,261,58
20,48,109,150
60,352,291,191
97,18,135,166
346,269,187,308
259,191,258,136
328,319,180,280
95,90,235,217
203,135,124,337
355,122,76,132
215,171,305,243
273,316,106,95
229,162,235,232
52,142,114,76
224,328,77,64
7,36,2,298
160,120,110,283
247,346,159,32
148,5,208,140
126,111,335,114
306,105,280,79
3,185,177,71
202,150,206,12
175,336,55,341
353,8,55,115
110,36,309,286
19,246,331,95
99,7,178,360
174,247,167,32
236,46,266,352
240,135,52,47
188,1,212,35
151,108,46,276
44,10,68,40
200,242,111,138
261,2,85,340
221,259,153,68
260,122,21,212
334,37,211,236
264,53,207,205
100,265,219,319
355,88,197,131
246,352,196,287
36,132,183,279
359,153,28,196
15,42,195,17
265,217,268,227
235,318,166,184
304,261,77,339
299,204,139,298
306,262,212,255
96,246,128,229
350,42,69,178
30,268,143,344
269,326,204,148
222,127,225,223
256,222,263,201
212,326,271,331
325,22,129,236
5,143,192,33
227,206,188,178
96,340,225,66
118,253,202,114
244,339,96,14
93,252,155,29
153,136,346,32
169,223,279,226
229,220,281,320
232,298,120,115
185,215,218,54
205,283,35,17
163,67,293,178
210,51,272,151
188,142,7,80
164,261,142,123
21,57,228,299
142,343,108,98
10,230,297,80
122,29,296,309
222,287,108,310
140,122,100,30
321,103,79,273
339,149,214,34
203,194,352,322
209,306,227,81
88,294,312,54
268,11,151,53
50,95,245,29
300,180,355,254
185,165,189,102
312,272,82,180
79,29,29,355
122,328,297,172
249,278,311,110
17,231,284,249
204,164,75,294
318,269,221,237
226,99,322,55
185,60,272,108
199,254,172,48
155,8,204,115
65,314,4,268
159,208,92,67
219,70,50,259
358,281,353,120
79,282,246,233
127,354,123,167
49,66,184,38
235,166,166,200
348,62,253,336
89,74,169,257
247,341,91,164
160,59,141,190
98,284,360,236
104,43,140,167
321,202,333,336
78,145,191,286
56,210,3,217
69,335,288,221
137,117,250,54
107,90,257,169
84,13,201,324
217,175,13,125
197,226,190,93
189,204,27,47
260,304,272,175
306,140,287,46
77,257,20,256
243,341,330,173
58,193,350,328
215,210,46,262
329,254,244,352
223,24,223,250
189,191,255,358
233,62,247,28
237,301,314,7
182,129,300,168
239,36,360,306
337,326,140,13
230,118,41,318
247,275,177,164
17,239,219,216
295,142,180,12
315,355,33,347
71,213,336,3
34,151,31,327
68,266,107,327
99,294,175,208
218,312,203,213
233,15,336,142
160,110,24,104
15,235,264,117
110,310,228,214
206,184,125,312
43,38,271,162
326,162,189,153
111,107,83,68
7,324,353,236
344,322,31,322
331,32,128,186
28,337,228,348
67,12,255,44
47,239,271,36
328,157,225,251
11,100,93,235
161,329,11,234
348,250,194,48
98,32,285,66
93,226,30,197
167,145,190,311
246,291,223,244
186,211,125,48
243,262,198,315
249,152,81,40
211,99,278,303
195,67,140,49
71,213,305,259
316,228,102,156
340,306,289,93
